id,firstname,lastname,creditcardnumber,firstnameencrypted,lastnameencrypted,firstnamesoundex,lastnamesoundex,firstnamesoundexencrypted,lastnamesoundexencrypted,qnumber,qgramfnseparator,qgramsfirstname,qgramlnseparator,qgramslastname
rec-0029-dup-0,thmoas,cromer,6784 8575 3533 7183,thmoas,cromer,T520,C656,T520,C656,2,QGramFN,/t,th,hm,mo,oa,as,s\,QGramLN,/c,cr,ro,om,me,er,r\
rec-0030-org,alisha,rulfs,0775 4438 5110 2370,alisha,rulfs,A420,R412,A420,R412,2,QGramFN,/a,al,li,is,sh,ha,a\,QGramLN,/r,ru,ul,lf,fs,s\
rec-0031-org,callum,jurenka,8227 4160 6419 8758,callum,jurenka,C450,J652,C450,J652,2,QGramFN,/c,ca,al,ll,lu,um,m\,QGramLN,/j,ju,ur,re,en,nk,ka,a\
rec-0032-org,charlee,eayrs,7881 3350 4081 6520,charlee,eayrs,C640,E620,C640,E620,2,QGramFN,/c,ch,ha,ar,rl,le,ee,e\,QGramLN,/e,ea,ay,yr,rs,s\
rec-0033-org,delaney,katarski,6219 1603 0447 9303,delaney,katarski,D450,K362,D450,K362,2,QGramFN,/d,de,el,la,an,ne,ey,y\,QGramLN,/k,ka,at,ta,ar,rs,sk,ki,i\
rec-0034-org,coby,brunne,6090 8080 5108 7808,coby,brunne,C100,B650,C100,B650,2,QGramFN,/c,co,ob,by,y\,QGramLN,/b,br,ru,un,nn,ne,e\
rec-0035-dup-0,tia,slajos,3441 2149 8307 0326,tia,slajos,T000,S422,T000,S422,2,QGramFN,/t,ti,ia,a\,QGramLN,/s,sl,la,aj,jo,os,s\
rec-0036-org,corey,cox-mckinnon,9978 0785 0774 9355,corey,cox-mckinnon,C600,C252,C600,C252,2,QGramFN,/c,co,or,re,ey,y\,QGramLN,/c,co,ox,x-,-m,mc,ck,ki,in,nn,no,on,n\
rec-0037-org,talena,rigley,5744 5482 4181 7330,talena,rigley,T450,R240,T450,R240,2,QGramFN,/t,ta,al,le,en,na,a\,QGramLN,/r,ri,ig,gl,le,ey,y\
rec-0038-org,brydon,novotny,0515 4723 5244 4410,brydon,novotny,B635,N135,B635,N135,2,QGramFN,/b,br,ry,yd,do,on,n\,QGramLN,/n,no,ov,vo,ot,tn,ny,y\
rec-0039-org,lynton,heyhoe,2931 2441 2431 7676,lynton,heyhoe,L535,H000,L535,H000,2,QGramFN,/l,ly,yn,nt,to,on,n\,QGramLN,/h,he,ey,yh,ho,oe,e\
rec-0040-org,trey,mildren,7482 1155 2411 7328,trey,mildren,T600,M436,T600,M436,2,QGramFN,/t,tr,re,ey,y\,QGramLN,/m,mi,il,ld,dr,re,en,n\
rec-0041-org,talia,carger,3520 5056 9146 6533,talia,carger,T400,C626,T400,C626,2,QGramFN,/t,ta,al,li,ia,a\,QGramLN,/c,ca,ar,rg,ge,er,r\
rec-0042-dup-0,kaitlin,ldovici,4189 5693 8268 1253,kaitlin,ldovici,K345,L312,K345,L312,2,QGramFN,/k,ka,ai,it,tl,li,in,n\,QGramLN,/l,ld,do,ov,vi,ic,ci,i\
rec-0043-org,marcus,bail,4076 5847 1382 2603,marcus,bail,M622,B400,M622,B400,2,QGramFN,/m,ma,ar,rc,cu,us,s\,QGramLN,/b,ba,ai,il,l\
rec-0044-org,tristan,szablinski,0815 4210 9832 5760,tristan,szablinski,T623,S145,T623,S145,2,QGramFN,/t,tr,ri,is,st,ta,an,n\,QGramLN,/s,sz,za,ab,bl,li,in,ns,sk,ki,i\
rec-0045-org,kade,zacharioglou,8998 8764 0156 1208,kade,zacharioglou,K300,Z262,K300,Z262,2,QGramFN,/k,ka,ad,de,e\,QGramLN,/z,za,ac,ch,ha,ar,ri,io,og,gl,lo,ou,u\
rec-0046-org,haylee,beiler,9301 7428 1264 0341,haylee,beiler,H400,B460,H400,B460,2,QGramFN,/h,ha,ay,yl,le,ee,e\,QGramLN,/b,be,ei,il,le,er,r\
rec-0047-org,nasyah,psorakis,9899 1324 8668 9186,nasyah,psorakis,N200,P262,N200,P262,2,QGramFN,/n,na,as,sy,ya,ah,h\,QGramLN,/p,ps,so,or,ra,ak,ki,is,s\
rec-0048-org,declan,parfilo,4023 5569 7120 1191,declan,parfilo,D245,P614,D245,P614,2,QGramFN,/d,de,ec,cl,la,an,n\,QGramLN,/p,pa,ar,rf,fi,il,lo,o\
rec-0049-org,samara,salmi,5915 6166 9941 0453,samara,salmi,S560,S450,S560,S450,2,QGramFN,/s,sa,am,ma,ar,ra,a\,QGramLN,/s,sa,al,lm,mi,i\
rec-0050-org,steven,clasper,4489 4089 4498 8348,steven,clasper,S315,C421,S315,C421,2,QGramFN,/s,st,te,ev,ve,en,n\,QGramLN,/c,cl,la,as,sp,pe,er,r\
rec-0051-org,jeremiah,byers,1346 1835 7659 9163,jeremiah,byers,J650,B620,J650,B620,2,QGramFN,/j,je,er,re,em,mi,ia,ah,h\,QGramLN,/b,by,ye,er,rs,s\
rec-0052-org,sean,bernhart,8956 5935 3699 6494,sean,bernhart,S500,B656,S500,B656,2,QGramFN,/s,se,ea,an,n\,QGramLN,/b,be,er,rn,nh,ha,ar,rt,t\
rec-0053-org,carla,delgardo,5087 5881 9447 0969,carla,delgardo,C640,D426,C640,D426,2,QGramFN,/c,ca,ar,rl,la,a\,QGramLN,/d,de,el,lg,ga,ar,rd,do,o\
rec-0054-org,ewan,nocella,5641 8973 5798 8440,ewan,nocella,E500,N240,E500,N240,2,QGramFN,/e,ew,wa,an,n\,QGramLN,/n,no,oc,ce,el,ll,la,a\
rec-0055-org,zebediah,bickerstaffe,3186 1784 1432 8140,zebediah,bickerstaffe,Z130,B262,Z130,B262,2,QGramFN,/z,ze,eb,be,ed,di,ia,ah,h\,QGramLN,/b,bi,ic,ck,ke,er,rs,st,ta,af,ff,fe,e\
rec-0056-org,seth,shelvock,2107 5191 5751 6155,seth,shelvock,S300,S412,S300,S412,2,QGramFN,/s,se,et,th,h\,QGramLN,/s,sh,he,el,lv,vo,oc,ck,k\
rec-0057-org,monique,moucho,1186 2739 4389 8853,monique,moucho,M520,M200,M520,M200,2,QGramFN,/m,mo,on,ni,iq,qu,ue,e\,QGramLN,/m,mo,ou,uc,ch,ho,o\
rec-0058-org,jeremiah,baloban,9888 7534 9245 6664,jeremiah,baloban,J650,B415,J650,B415,2,QGramFN,/j,je,er,re,em,mi,ia,ah,h\,QGramLN,/b,ba,al,lo,ob,ba,an,n\
rec-0059-org,jairus,diegan,8388 7548 0274 9025,jairus,diegan,J620,D250,J620,D250,2,QGramFN,/j,ja,ai,ir,ru,us,s\,QGramLN,/d,di,ie,eg,ga,an,n\
rec-0060-org,jemma,hazell,7990 0067 8325 0258,jemma,hazell,J500,H240,J500,H240,2,QGramFN,/j,je,em,mm,ma,a\,QGramLN,/h,ha,az,ze,el,ll,l\
rec-0061-org,barkly,urvet,5712 7321 5209 8310,barkly,urvet,B624,U613,B624,U613,2,QGramFN,/b,ba,ar,rk,kl,ly,y\,QGramLN,/u,ur,rv,ve,et,t\
rec-0062-org,abigail,lathouros,7063 8447 4444 4323,abigail,lathouros,A124,L362,A124,L362,2,QGramFN,/a,ab,bi,ig,ga,ai,il,l\,QGramLN,/l,la,at,th,ho,ou,ur,ro,os,s\
rec-0063-org,haylee,trelbby,9930 7316 1165 3537,haylee,trelbby,H400,T641,H400,T641,2,QGramFN,/h,ha,ay,yl,le,ee,e\,QGramLN,/t,tr,re,el,lb,bb,by,y\
rec-0064-org,tara,spaander,7273 3271 5071 2761,tara,spaander,T600,S153,T600,S153,2,QGramFN,/t,ta,ar,ra,a\,QGramLN,/s,sp,pa,aa,an,nd,de,er,r\
rec-0065-org,briony,mihal,7770 7068 3148 9247,briony,mihal,B650,M400,B650,M400,2,QGramFN,/b,br,ri,io,on,ny,y\,QGramLN,/m,mi,ih,ha,al,l\
rec-0066-org,brendan,bochnicek,7942 3175 8414 6611,brendan,bochnicek,B653,B252,B653,B252,2,QGramFN,/b,br,re,en,nd,da,an,n\,QGramLN,/b,bo,oc,ch,hn,ni,ic,ce,ek,k\
rec-0067-dup-0,maedline,visirmidis,6345 0080 1369 3762,maedline,visirmidis,M345,V265,M345,V265,2,QGramFN,/m,ma,ae,ed,dl,li,in,ne,e\,QGramLN,/v,vi,is,si,ir,rm,mi,id,di,is,s\
rec-0068-org,dillon,rodriguz,2653 1515 8138 7335,dillon,rodriguz,D450,R362,D450,R362,2,QGramFN,/d,di,il,ll,lo,on,n\,QGramLN,/r,ro,od,dr,ri,ig,gu,uz,z\
rec-0069-org,kristo,brovcenko,8758 9508 8571 7494,kristo,brovcenko,K623,B612,K623,B612,2,QGramFN,/k,kr,ri,is,st,to,o\,QGramLN,/b,br,ro,ov,vc,ce,en,nk,ko,o\
rec-0070-org,cassidy,wang,5577 2086 1781 4182,cassidy,wang,C230,W520,C230,W520,2,QGramFN,/c,ca,as,ss,si,id,dy,y\,QGramLN,/w,wa,an,ng,g\
rec-0071-org,haylee,bavin,5839 6377 4842 6569,haylee,bavin,H400,B150,H400,B150,2,QGramFN,/h,ha,ay,yl,le,ee,e\,QGramLN,/b,ba,av,vi,in,n\
rec-0072-org,jack,cauna,2319 2921 4851 7967,jack,cauna,J200,C500,J200,C500,2,QGramFN,/j,ja,ac,ck,k\,QGramLN,/c,ca,au,un,na,a\
rec-0073-org,lucinda,degoede,4810 0966 1124 8809,lucinda,degoede,L253,D230,L253,D230,2,QGramFN,/l,lu,uc,ci,in,nd,da,a\,QGramLN,/d,de,eg,go,oe,ed,de,e\
rec-0074-org,lochlan,beerbiuum,9693 3254 6624 1159,lochlan,beerbiuum,L245,B615,L245,B615,2,QGramFN,/l,lo,oc,ch,hl,la,an,n\,QGramLN,/b,be,ee,er,rb,bi,iu,uu,um,m\
rec-0075-org,montanna,toews,1136 6969 7048 7737,montanna,toews,M535,T200,M535,T200,2,QGramFN,/m,mo,on,nt,ta,an,nn,na,a\,QGramLN,/t,to,oe,ew,ws,s\
rec-0076-org,bethany,jankiwsky,4892 4120 2349 2910,bethany,jankiwsky,B350,J522,B350,J522,2,QGramFN,/b,be,et,th,ha,an,ny,y\,QGramLN,/j,ja,an,nk,ki,iw,ws,sk,ky,y\
rec-0077-org,spencer,grafton,7828 0608 7718 2616,spencer,grafton,S152,G613,S152,G613,2,QGramFN,/s,sp,pe,en,nc,ce,er,r\,QGramLN,/g,gr,ra,af,ft,to,on,n\
rec-0078-org,paul,hendricks,4420 3987 9123 2683,paul,hendricks,P400,H536,P400,H536,2,QGramFN,/p,pa,au,ul,l\,QGramLN,/h,he,en,nd,dr,ri,ic,ck,ks,s\
rec-0079-org,izaac,sirilan,8185 3085 4098 5725,izaac,sirilan,I220,S645,I220,S645,2,QGramFN,/i,iz,za,aa,ac,c\,QGramLN,/s,si,ir,ri,il,la,an,n\
rec-0080-org,neneh,kowanko,6253 9478 6133 3297,neneh,kowanko,N500,K520,N500,K520,2,QGramFN,/n,ne,en,ne,eh,h\,QGramLN,/k,ko,ow,wa,an,nk,ko,o\
rec-0081-org,kaitlin,record,7222 8024 0903 7047,kaitlin,record,K345,R263,K345,R263,2,QGramFN,/k,ka,ai,it,tl,li,in,n\,QGramLN,/r,re,ec,co,or,rd,d\
rec-0082-org,coby,luddy,5529 6549 5186 3621,coby,luddy,C100,L300,C100,L300,2,QGramFN,/c,co,ob,by,y\,QGramLN,/l,lu,ud,dd,dy,y\
rec-0083-org,jake,kraly,5357 8597 2294 8013,jake,kraly,J200,K640,J200,K640,2,QGramFN,/j,ja,ak,ke,e\,QGramLN,/k,kr,ra,al,ly,y\
rec-0084-org,maxin,twin,2156 7333 9400 0361,maxin,twin,M250,T500,M250,T500,2,QGramFN,/m,ma,ax,xi,in,n\,QGramLN,/t,tw,wi,in,n\
rec-0085-org,gracie,wonderley,1026 3979 4849 1570,gracie,wonderley,G620,W536,G620,W536,2,QGramFN,/g,gr,ra,ac,ci,ie,e\,QGramLN,/w,wo,on,nd,de,er,rl,le,ey,y\
rec-0086-org,bayley,kassoudakis,7724 2473 2725 1237,bayley,kassoudakis,B400,K232,B400,K232,2,QGramFN,/b,ba,ay,yl,le,ey,y\,QGramLN,/k,ka,as,ss,so,ou,ud,da,ak,ki,is,s\
rec-0087-org,aleesha,mernitz,1312 7405 2700 0850,aleesha,mernitz,A420,M653,A420,M653,2,QGramFN,/a,al,le,ee,es,sh,ha,a\,QGramLN,/m,me,er,rn,ni,it,tz,z\
rec-0088-org,edward,te namu,7624 4154 0148 8302,edward,te namu,E363,T550,E363,T550,2,QGramFN,/e,ed,dw,wa,ar,rd,d\,QGramLN,/t,te,e,n,na,am,mu,u\
rec-0089-org,kaitlin,dimauro,7358 7926 1943 6057,kaitlin,dimauro,K345,D560,K345,D560,2,QGramFN,/k,ka,ai,it,tl,li,in,n\,QGramLN,/d,di,im,ma,au,ur,ro,o\
rec-0090-org,krystin,fabel,5124 0235 2741 2027,krystin,fabel,K623,F140,K623,F140,2,QGramFN,/k,kr,ry,ys,st,ti,in,n\,QGramLN,/f,fa,ab,be,el,l\
rec-0091-org,claudia,gulesserian,4714 2913 0931 9668,claudia,gulesserian,C430,G426,C430,G426,2,QGramFN,/c,cl,la,au,ud,di,ia,a\,QGramLN,/g,gu,ul,le,es,ss,se,er,ri,ia,an,n\
rec-0092-org,luca,bendyna,9076 5332 2446 0173,luca,bendyna,L200,B535,L200,B535,2,QGramFN,/l,lu,uc,ca,a\,QGramLN,/b,be,en,nd,dy,yn,na,a\
rec-0093-org,mason,cirottola,3728 5466 1083 2241,mason,cirottola,M250,C634,M250,C634,2,QGramFN,/m,ma,as,so,on,n\,QGramLN,/c,ci,ir,ro,ot,tt,to,ol,la,a\
rec-0094-org,georgia,foch,2321 3698 5631 6428,georgia,foch,G620,F200,G620,F200,2,QGramFN,/g,ge,eo,or,rg,gi,ia,a\,QGramLN,/f,fo,oc,ch,h\
rec-0095-org,brianna,koziol,9758 0954 1693 8648,brianna,koziol,B650,K240,B650,K240,2,QGramFN,/b,br,ri,ia,an,nn,na,a\,QGramLN,/k,ko,oz,zi,io,ol,l\
rec-0096-org,sara-louise,hitchenor,1414 6165 4735 7230,sara-louise,hitchenor,S642,H325,S642,H325,2,QGramFN,/s,sa,ar,ra,a-,-l,lo,ou,ui,is,se,e\,QGramLN,/h,hi,it,tc,ch,he,en,no,or,r\
rec-0097-org,brock,siller,7674 2520 3115 3379,brock,siller,B620,S460,B620,S460,2,QGramFN,/b,br,ro,oc,ck,k\,QGramLN,/s,si,il,ll,le,er,r\
rec-0098-org,tabitha,babic,5653 4065 0056 6904,tabitha,babic,T130,B120,T130,B120,2,QGramFN,/t,ta,ab,bi,it,th,ha,a\,QGramLN,/b,ba,ab,bi,ic,c\
rec-0099-org,lochlan,rynhart,5456 3130 6520 3219,lochlan,rynhart,L245,R563,L245,R563,2,QGramFN,/l,lo,oc,ch,hl,la,an,n\,QGramLN,/r,ry,yn,nh,ha,ar,rt,t\
rec-0100-org,liana,kemmif,8586 9927 0815 1051,liana,kemmif,L500,K510,L500,K510,2,QGramFN,/l,li,ia,an,na,a\,QGramLN,/k,ke,em,mm,mi,if,f\
rec-0101-org,timara,ruso,7569 1621 7481 1662,timara,ruso,T560,R200,T560,R200,2,QGramFN,/t,ti,im,ma,ar,ra,a\,QGramLN,/r,ru,us,so,o\
rec-0102-org,serena,bajic,0391 4242 1708 8031,serena,bajic,S650,B220,S650,B220,2,QGramFN,/s,se,er,re,en,na,a\,QGramLN,/b,ba,aj,ji,ic,c\
rec-0103-org,kylie,hassell,5471 3994 2968 4355,kylie,hassell,K400,H240,K400,H240,2,QGramFN,/k,ky,yl,li,ie,e\,QGramLN,/h,ha,as,ss,se,el,ll,l\
rec-0104-org,abigail,kalitsounakis,6767 5225 6151 3716,abigail,kalitsounakis,A124,K432,A124,K432,2,QGramFN,/a,ab,bi,ig,ga,ai,il,l\,QGramLN,/k,ka,al,li,it,ts,so,ou,un,na,ak,ki,is,s\
rec-0105-org,stirling,chippett,5232 2045 6140 7145,stirling,chippett,S364,C130,S364,C130,2,QGramFN,/s,st,ti,ir,rl,li,in,ng,g\,QGramLN,/c,ch,hi,ip,pp,pe,et,tt,t\
rec-0106-org,jonah,trimble,4629 9362 9270 7201,jonah,trimble,J500,T651,J500,T651,2,QGramFN,/j,jo,on,na,ah,h\,QGramLN,/t,tr,ri,im,mb,bl,le,e\
rec-0107-org,kate,sunderland,5244 8294 0099 4163,kate,sunderland,K300,S536,K300,S536,2,QGramFN,/k,ka,at,te,e\,QGramLN,/s,su,un,nd,de,er,rl,la,an,nd,d\
rec-0108-org,tabitha,damianos,9769 3119 1877 6940,tabitha,damianos,T130,D552,T130,D552,2,QGramFN,/t,ta,ab,bi,it,th,ha,a\,QGramLN,/d,da,am,mi,ia,an,no,os,s\
rec-0109-org,marcus,virag,0612 4687 1565 3505,marcus,virag,M622,V620,M622,V620,2,QGramFN,/m,ma,ar,rc,cu,us,s\,QGramLN,/v,vi,ir,ra,ag,g\
rec-0110-org,adela,jovicic,6288 9278 2746 8207,adela,jovicic,A340,J122,A340,J122,2,QGramFN,/a,ad,de,el,la,a\,QGramLN,/j,jo,ov,vi,ic,ci,ic,c\
rec-0111-org,jayme,curson,3058 6245 4033 2548,jayme,curson,J500,C625,J500,C625,2,QGramFN,/j,ja,ay,ym,me,e\,QGramLN,/c,cu,ur,rs,so,on,n\
rec-0112-org,shakirah,svihla,0775 1525 7306 2800,shakirah,svihla,S260,S140,S260,S140,2,QGramFN,/s,sh,ha,ak,ki,ir,ra,ah,h\,QGramLN,/s,sv,vi,ih,hl,la,a\
rec-0113-dup-0,haylee,denohlm,7969 5873 7660 3302,haylee,denohlm,H400,D545,H400,D545,2,QGramFN,/h,ha,ay,yl,le,ee,e\,QGramLN,/d,de,en,no,oh,hl,lm,m\
rec-0114-org,sebastian,le mottee,2773 8073 8713 6685,sebastian,le mottee,S123,L530,S123,L530,2,QGramFN,/s,se,eb,ba,as,st,ti,ia,an,n\,QGramLN,/l,le,e,m,mo,ot,tt,te,ee,e\
rec-0115-org,tiarna,vaziri,7833 9890 0914 8033,tiarna,vaziri,T650,V260,T650,V260,2,QGramFN,/t,ti,ia,ar,rn,na,a\,QGramLN,/v,va,az,zi,ir,ri,i\
rec-0116-org,gemaley,gartlan,8746 3234 8959 0522,gemaley,gartlan,G540,G634,G540,G634,2,QGramFN,/g,ge,em,ma,al,le,ey,y\,QGramLN,/g,ga,ar,rt,tl,la,an,n\
rec-0117-org,lilly,wenitong,6648 3271 5004 1173,lilly,wenitong,L400,W535,L400,W535,2,QGramFN,/l,li,il,ll,ly,y\,QGramLN,/w,we,en,ni,it,to,on,ng,g\
rec-0118-org,jarod,rehr,3855 4745 3118 5220,jarod,rehr,J630,R600,J630,R600,2,QGramFN,/j,ja,ar,ro,od,d\,QGramLN,/r,re,eh,hr,r\
rec-0119-org,taalia,sires,8422 9553 9454 8336,taalia,sires,T400,S620,T400,S620,2,QGramFN,/t,ta,aa,al,li,ia,a\,QGramLN,/s,si,ir,re,es,s\
rec-0120-org,antonio,dropulic,5605 4901 7889 6853,antonio,dropulic,A535,D614,A535,D614,2,QGramFN,/a,an,nt,to,on,ni,io,o\,QGramLN,/d,dr,ro,op,pu,ul,li,ic,c\
rec-0121-org,hana,kushelew,3482 0253 3657 4661,hana,kushelew,H500,K240,H500,K240,2,QGramFN,/h,ha,an,na,a\,QGramLN,/k,ku,us,sh,he,el,le,ew,w\
rec-0122-org,katelyn,armfield,2138 5598 9979 9394,katelyn,armfield,K345,A651,K345,A651,2,QGramFN,/k,ka,at,te,el,ly,yn,n\,QGramLN,/a,ar,rm,mf,fi,ie,el,ld,d\
rec-0123-org,lydia,barbier,7476 0107 4421 5260,lydia,barbier,L300,B616,L300,B616,2,QGramFN,/l,ly,yd,di,ia,a\,QGramLN,/b,ba,ar,rb,bi,ie,er,r\
rec-0124-dup-0,ksdy,willes,0941 3689 2538 9215,ksdy,willes,K300,W420,K300,W420,2,QGramFN,/k,ks,sd,dy,y\,QGramLN,/w,wi,il,ll,le,es,s\
rec-0125-org,jock,thaba,2750 4787 0440 6955,jock,thaba,J200,T100,J200,T100,2,QGramFN,/j,jo,oc,ck,k\,QGramLN,/t,th,ha,ab,ba,a\
rec-0126-dup-0,nagus,ritzberger,9711 8233 8631 9275,nagus,ritzberger,N220,R321,N220,R321,2,QGramFN,/n,na,ag,gu,us,s\,QGramLN,/r,ri,it,tz,zb,be,er,rg,ge,er,r\
rec-0127-org,takeisha,dumuid,4903 4735 8749 7506,takeisha,dumuid,T220,D530,T220,D530,2,QGramFN,/t,ta,ak,ke,ei,is,sh,ha,a\,QGramLN,/d,du,um,mu,ui,id,d\
rec-0128-org,christina,cseko,0289 8942 1532 7362,christina,cseko,C623,C200,C623,C200,2,QGramFN,/c,ch,hr,ri,is,st,ti,in,na,a\,QGramLN,/c,cs,se,ek,ko,o\
rec-0129-org,hugh,kadii,4196 8458 0561 6375,hugh,kadii,H200,K300,H200,K300,2,QGramFN,/h,hu,ug,gh,h\,QGramLN,/k,ka,ad,di,ii,i\
rec-0130-org,alaiyah,walkley,5441 9834 1942 6140,alaiyah,walkley,A400,W424,A400,W424,2,QGramFN,/a,al,la,ai,iy,ya,ah,h\,QGramLN,/w,wa,al,lk,kl,le,ey,y\
